Date,Close,Symbol,sentiment_score
2025-01-15 00:00:00-05:00,428.2200012207031,TSLA,0.16195136283469996
2025-01-16 00:00:00-05:00,413.82000732421875,TSLA,0.16195136283469996
2025-01-17 00:00:00-05:00,426.5,TSLA,0.16195136283469996
2025-01-21 00:00:00-05:00,424.07000732421875,TSLA,0.16195136283469996
2025-01-22 00:00:00-05:00,415.1099853515625,TSLA,0.16195136283469996
2025-01-23 00:00:00-05:00,412.3800048828125,TSLA,0.16195136283469996
2025-01-24 00:00:00-05:00,406.5799865722656,TSLA,0.16195136283469996
2025-01-27 00:00:00-05:00,397.1499938964844,TSLA,0.16195136283469996
2025-01-28 00:00:00-05:00,398.0899963378906,TSLA,0.16195136283469996
2025-01-29 00:00:00-05:00,389.1000061035156,TSLA,0.16195136283469996
2025-01-30 00:00:00-05:00,400.2799987792969,TSLA,0.16195136283469996
2025-01-31 00:00:00-05:00,404.6000061035156,TSLA,0.16195136283469996
2025-02-03 00:00:00-05:00,383.67999267578125,TSLA,0.16195136283469996
2025-02-04 00:00:00-05:00,392.2099914550781,TSLA,0.16195136283469996
2025-02-05 00:00:00-05:00,378.1700134277344,TSLA,0.16195136283469996
2025-02-06 00:00:00-05:00,374.32000732421875,TSLA,0.16195136283469996
2025-02-07 00:00:00-05:00,361.6199951171875,TSLA,0.16195136283469996
2025-02-10 00:00:00-05:00,350.7300109863281,TSLA,0.16195136283469996
2025-02-11 00:00:00-05:00,328.5,TSLA,0.16195136283469996
2025-02-12 00:00:00-05:00,336.510009765625,TSLA,0.16195136283469996
2025-02-13 00:00:00-05:00,355.94000244140625,TSLA,0.16195136283469996
2025-02-14 00:00:00-05:00,355.8399963378906,TSLA,0.16195136283469996
2025-01-15 00:00:00-05:00,426.30999755859375,MSFT,0.18473296649547627
2025-01-16 00:00:00-05:00,424.5799865722656,MSFT,0.18473296649547627
2025-01-17 00:00:00-05:00,429.0299987792969,MSFT,0.18473296649547627
2025-01-21 00:00:00-05:00,428.5,MSFT,0.18473296649547627
2025-01-22 00:00:00-05:00,446.20001220703125,MSFT,0.18473296649547627
2025-01-23 00:00:00-05:00,446.7099914550781,MSFT,0.18473296649547627
2025-01-24 00:00:00-05:00,444.05999755859375,MSFT,0.18473296649547627
2025-01-27 00:00:00-05:00,434.55999755859375,MSFT,0.18473296649547627
2025-01-28 00:00:00-05:00,447.20001220703125,MSFT,0.18473296649547627
2025-01-29 00:00:00-05:00,442.3299865722656,MSFT,0.18473296649547627
2025-01-30 00:00:00-05:00,414.989990234375,MSFT,0.18473296649547627
2025-01-31 00:00:00-05:00,415.05999755859375,MSFT,0.18473296649547627
2025-02-03 00:00:00-05:00,410.9200134277344,MSFT,0.18473296649547627
2025-02-04 00:00:00-05:00,412.3699951171875,MSFT,0.18473296649547627
2025-02-05 00:00:00-05:00,413.2900085449219,MSFT,0.18473296649547627
