Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol
2025-01-20 00:00:00+05:30,1223.900024,1241.75,1215.25,1232.949951,7676418,0,0,ICICIBANK.NS
2025-01-21 00:00:00+05:30,1236.949951,1238.949951,1192.699951,1196.150024,20520898,0,0,ICICIBANK.NS
2025-01-22 00:00:00+05:30,1201,1207.5,1191.800049,1200.449951,10377123,0,0,ICICIBANK.NS
2025-01-23 00:00:00+05:30,1197.25,1207.900024,1186,1201.75,8770650,0,0,ICICIBANK.NS
2025-01-24 00:00:00+05:30,1203.099976,1218,1202,1209.199951,9216792,0,0,ICICIBANK.NS
2025-01-27 00:00:00+05:30,1195,1234.650024,1193.099976,1227.949951,16164687,0,0,ICICIBANK.NS
2025-01-28 00:00:00+05:30,1247.349976,1264,1236,1246.900024,18066499,0,0,ICICIBANK.NS
2025-01-29 00:00:00+05:30,1252,1255.800049,1243.050049,1251.650024,7666777,0,0,ICICIBANK.NS
2025-01-30 00:00:00+05:30,1250,1259.849976,1239.5,1255.599976,11921041,0,0,ICICIBANK.NS
2025-01-31 00:00:00+05:30,1254.5,1256,1239.099976,1252.800049,10195417,0,0,ICICIBANK.NS
2025-02-01 00:00:00+05:30,1251.150024,1261.349976,1233.800049,1255.550049,3011914,0,0,ICICIBANK.NS
2025-02-03 00:00:00+05:30,1246.849976,1260,1237.800049,1253,6176831,0,0,ICICIBANK.NS
2025-02-04 00:00:00+05:30,1262.800049,1280.5,1260,1268.199951,14839077,0,0,ICICIBANK.NS
2025-02-05 00:00:00+05:30,1270.199951,1277.75,1265.150024,1267.699951,6840709,0,0,ICICIBANK.NS
2025-02-06 00:00:00+05:30,1275,1279,1263.199951,1272.400024,8396554,0,0,ICICIBANK.NS
2025-02-07 00:00:00+05:30,1272,1275,1249.550049,1256.900024,7382039,0,0,ICICIBANK.NS
2025-02-10 00:00:00+05:30,1257.199951,1265,1249.349976,1262.599976,5740361,0,0,ICICIBANK.NS
2025-02-11 00:00:00+05:30,1255.849976,1261.849976,1248.400024,1252.75,6586627,0,0,ICICIBANK.NS
2025-02-12 00:00:00+05:30,1257.199951,1269.75,1244.650024,1251.800049,8809352,0,0,ICICIBANK.NS
2025-02-13 00:00:00+05:30,1252.550049,1266,1245.900024,1248.900024,7263785,0,0,ICICIBANK.NS
2025-02-14 00:00:00+05:30,1252.099976,1263.5,1244.449951,1260.099976,10368438,0,0,ICICIBANK.NS
2025-01-14 00:00:00+05:30,2465,2468,2364.100098,2367.949951,2052741,0,0,HINDUNILVR.NS
2025-01-15 00:00:00+05:30,2373.899902,2384.899902,2350.100098,2373,1215150,0,0,HINDUNILVR.NS
2025-01-16 00:00:00+05:30,2376.949951,2380,2326.050049,2345,2762596,0,0,HINDUNILVR.NS
2025-01-17 00:00:00+05:30,2350,2379.300049,2343,2354,1333005,0,0,HINDUNILVR.NS
2025-01-20 00:00:00+05:30,2356.449951,2368,2335.649902,2345.199951,1382273,0,0,HINDUNILVR.NS
2025-01-21 00:00:00+05:30,2353.5,2377.300049,2332.449951,2340.5,1842885,0,0,HINDUNILVR.NS
2025-01-22 00:00:00+05:30,2342.550049,2362,2332.199951,2342.949951,2658047,0,0,HINDUNILVR.NS
2025-01-23 00:00:00+05:30,2315,2341.300049,2253.850098,2321.699951,3408925,0,0,HINDUNILVR.NS
2025-01-24 00:00:00+05:30,2332.850098,2380.800049,2323,2368.100098,1688664,0,0,HINDUNILVR.NS
2025-01-27 00:00:00+05:30,2365,2409.699951,2361.149902,2392.850098,2477358,0,0,HINDUNILVR.NS
2025-01-28 00:00:00+05:30,2401,2407,2379.449951,2388.850098,1892156,0,0,HINDUNILVR.NS
2025-01-29 00:00:00+05:30,2385.149902,2396,2364,2383.949951,699576,0,0,HINDUNILVR.NS
2025-01-30 00:00:00+05:30,2384,2425,2384,2408.75,1419960,0,0,HINDUNILVR.NS
2025-01-31 00:00:00+05:30,2401.5,2479,2401.5,2468.800049,2116148,0,0,HINDUNILVR.NS
2025-02-01 00:00:00+05:30,2475,2602,2435.149902,2506.050049,2970999,0,0,HINDUNILVR.NS
2025-02-03 00:00:00+05:30,2505,2520,2416.5,2441.949951,2528480,0,0,HINDUNILVR.NS
2025-02-04 00:00:00+05:30,2450,2450,2402.850098,2438.050049,1992474,0,0,HINDUNILVR.NS
2025-02-05 00:00:00+05:30,2453,2453,2387,2391.050049,1357416,0,0,HINDUNILVR.NS
2025-02-06 00:00:00+05:30,2400,2408.949951,2360.300049,2372.699951,1132113,0,0,HINDUNILVR.NS
2025-02-07 00:00:00+05:30,2380,2381.949951,2336.100098,2363.850098,855602,0,0,HINDUNILVR.NS
2025-02-10 00:00:00+05:30,2370.899902,2398,2352.050049,2361.449951,1326354,0,0,HINDUNILVR.NS
2025-02-11 00:00:00+05:30,2371,2377.949951,2296.550049,2315.25,1389260,0,0,HINDUNILVR.NS
2025-02-12 00:00:00+05:30,2325.699951,2339.899902,2305.100098,2332.5,1341909,0,0,HINDUNILVR.NS
2025-02-13 00:00:00+05:30,2330.100098,2345.600098,2313.350098,2321.5,1334967,0,0,HINDUNILVR.NS
2025-02-14 00:00:00+05:30,2322,2366,2313.399902,2318.350098,1135380,0,0,HINDUNILVR.NS
2025-01-14 00:00:00+05:30,732.9500122,757,732.9500122,748.1500244,11960975,0,0,SBIN.NS
2025-01-15 00:00:00+05:30,753.1500244,758.9000244,750,753.7000122,7792299,0,0,SBIN.NS
2025-01-16 00:00:00+05:30,760.4000244,776.7000122,760.4000244,766.2999878,11816079,0,0,SBIN.NS
2025-01-17 00:00:00+05:30,766.2999878,767.9500122,759.4000244,764.0999756,5766573,0,0,SBIN.NS
2025-01-20 00:00:00+05:30,769,785,767.8499756,779.25,9198929,0,0,SBIN.NS
2025-01-21 00:00:00+05:30,784.7999878,784.9000244,756.0499878,759.0499878,13751780,0,0,SBIN.NS
2025-01-22 00:00:00+05:30,762,763,738,753.4500122,9908339,0,0,SBIN.NS
2025-01-23 00:00:00+05:30,750,755.6500244,743.0999756,745.9000244,10986405,0,0,SBIN.NS
2025-01-24 00:00:00+05:30,749.9000244,753.7000122,739,744.1500244,10579213,0,0,SBIN.NS
2025-01-27 00:00:00+05:30,740,755.3499756,735.9000244,749.2000122,11433353,0,0,SBIN.NS
2025-01-28 00:00:00+05:30,757,759.75,745.4000244,752.4000244,14140860,0,0,SBIN.NS
2025-01-29 00:00:00+05:30,753,760.7999878,749.7999878,758.4500122,9251973,0,0,SBIN.NS
2025-01-30 00:00:00+05:30,758.5499878,765,754.75,762.5999756,11085824,0,0,SBIN.NS
2025-01-31 00:00:00+05:30,764.9000244,777.5499878,759.5,772.9000244,10083763,0,0,SBIN.NS
2025-02-01 00:00:00+05:30,774.7999878,778.75,752.1500244,766,9363077,0,0,SBIN.NS
2025-02-03 00:00:00+05:30,762.7999878,762.7999878,753.1500244,760.9500122,7862190,0,0,SBIN.NS
2025-02-04 00:00:00+05:30,767,781.25,765.6500244,779.2000122,12020807,0,0,SBIN.NS
2025-02-05 00:00:00+05:30,780,782,765,766.0499878,13419162,0,0,SBIN.NS
2025-02-06 00:00:00+05:30,769,770.8499756,750.0499878,752.25,32745391,0,0,SBIN.NS
2025-02-07 00:00:00+05:30,759.7999878,759.9000244,731.75,737.2000122,37240692,0,0,SBIN.NS
2025-02-10 00:00:00+05:30,740,743.9000244,733.4000244,736.7999878,12667049,0,0,SBIN.NS
2025-02-11 00:00:00+05:30,737.4500122,740.1500244,726.5499878,731.0999756,13017060,0,0,SBIN.NS
2025-02-12 00:00:00+05:30,733.1500244,738.7000122,717.1500244,733.1500244,12697743,0,0,SBIN.NS
2025-02-13 00:00:00+05:30,734.4000244,737.5,726.1500244,727.6500244,12370571,0,0,SBIN.NS
2025-02-14 00:00:00+05:30,730.9500122,732.9000244,716.2000122,722.1500244,10417539,0,0,SBIN.NS
2025-01-14 00:00:00+05:30,1604.699951,1633.400024,1578.5,1600.099976,7284572,0,0,BHARTIARTL.NS
2025-01-15 00:00:00+05:30,1608.050049,1613.849976,1593,1607.449951,2960985,0,0,BHARTIARTL.NS
2025-01-16 00:00:00+05:30,1619.050049,1635,1600.550049,1630.199951,5299325,0,0,BHARTIARTL.NS
2025-01-17 00:00:00+05:30,1630.099976,1639,1623,1627.5,2678801,0,0,BHARTIARTL.NS
2025-01-20 00:00:00+05:30,1638,1645,1618.099976,1641.150024,3933044,0,0,BHARTIARTL.NS
2025-01-21 00:00:00+05:30,1654,1656.699951,1620.300049,1626.150024,7958844,0,0,BHARTIARTL.NS
2025-01-22 00:00:00+05:30,1627.5,1641,1622.550049,1631.75,3262136,0,0,BHARTIARTL.NS
2025-01-23 00:00:00+05:30,1624.5,1645.400024,1617.199951,1636,2457080,0,0,BHARTIARTL.NS
2025-01-24 00:00:00+05:30,1634.050049,1661.900024,1634.050049,1644.800049,3620058,0,0,BHARTIARTL.NS
2025-01-27 00:00:00+05:30,1638.949951,1647.199951,1593.699951,1602.599976,6622807,0,0,BHARTIARTL.NS
2025-01-28 00:00:00+05:30,1607.650024,1630.300049,1597,1618.349976,5216471,0,0,BHARTIARTL.NS
2025-01-29 00:00:00+05:30,1620,1626.900024,1593.150024,1600.449951,5009227,0,0,BHARTIARTL.NS
2025-01-30 00:00:00+05:30,1606.699951,1644.949951,1595.199951,1640.75,4283637,0,0,BHARTIARTL.NS
2025-01-31 00:00:00+05:30,1639.099976,1639.099976,1574.25,1626.300049,8340866,0,0,BHARTIARTL.NS
2025-02-03 00:00:00+05:30,1619.900024,1661,1608.099976,1652.349976,4146970,0,0,BHARTIARTL.NS
2025-02-04 00:00:00+05:30,1662.150024,1668.300049,1629.050049,1661.449951,6385876,0,0,BHARTIARTL.NS
2025-02-05 00:00:00+05:30,1670,1675.199951,1649.099976,1660.449951,3920893,0,0,BHARTIARTL.NS
2025-02-06 00:00:00+05:30,1665.900024,1667.300049,1613.25,1619.75,5229162,0,0,BHARTIARTL.NS
2025-02-07 00:00:00+05:30,1635.050049,1707.550049,1635,1676.75,14873255,0,0,BHARTIARTL.NS
2025-02-10 00:00:00+05:30,1698.849976,1700,1678.050049,1693.050049,6782878,0,0,BHARTIARTL.NS
2025-02-11 00:00:00+05:30,1706,1706.650024,1686.199951,1696.75,8965266,0,0,BHARTIARTL.NS
2025-02-12 00:00:00+05:30,1704,1713.699951,1684.5,1711.550049,7148192,0,0,BHARTIARTL.NS
2025-02-13 00:00:00+05:30,1710,1728.400024,1703.900024,1714.599976,5356002,0,0,BHARTIARTL.NS
2025-02-14 00:00:00+05:30,1714,1724.099976,1705.25,1717.050049,5125863,0,0,BHARTIARTL.NS
2025-01-14 00:00:00+05:30,434.1472653,434.6394958,429.0772976,429.8156433,18048459,0,0,ITC.NS
2025-01-15 00:00:00+05:30,429.8156399,434.9348186,428.5850638,430.5539856,9786805,0,0,ITC.NS
2025-01-16 00:00:00+05:30,431.24308,432.6213492,424.4010948,426.1239014,15774070,0,0,ITC.NS
2025-01-17 00:00:00+05:30,426.27158,434.9348241,425.7793496,433.3597107,11270061,0,0,ITC.NS
2025-01-20 00:00:00+05:30,432.1783161,434.3441421,429.2249336,430.8985291,8742771,0,0,ITC.NS
2025-01-21 00:00:00+05:30,431.1938739,440.054022,428.4866064,430.7508545,15686500,0,0,ITC.NS
2025-01-22 00:00:00+05:30,433.0643422,435.0825051,429.7663922,430.2094116,9619648,0,0,ITC.NS
2025-01-23 00:00:00+05:30,428.2405019,434.9840652,427.354493,433.3597107,8888248,0,0,ITC.NS
2025-01-24 00:00:00+05:30,432.5721195,438.0851067,432.2275522,434.7379456,9665384,0,0,ITC.NS
2025-01-27 00:00:00+05:30,433.950335,438.0850827,429.7663764,433.2612305,10480203,0,0,ITC.NS
2025-01-28 00:00:00+05:30,433.1627872,434.9348048,427.7482523,428.6835022,20813072,0,0,ITC.NS
2025-01-29 00:00:00+05:30,429.1757236,430.7016259,423.4166216,426.6161194,15158510,0,0,ITC.NS
2025-01-30 00:00:00+05:30,426.2715577,431.193862,424.7456553,429.4218445,22496695,0,0,ITC.NS
2025-01-31 00:00:00+05:30,429.7171647,441.2353687,428.3389255,440.5462341,13546181,0,0,ITC.NS
2025-02-01 00:00:00+05:30,441.038472,464.1733026,432.7197656,455.3623657,30393007,0,0,ITC.NS
2025-02-03 00:00:00+05:30,454.8209455,457.9712324,445.2716625,447.2898254,16991730,0,0,ITC.NS
2025-02-04 00:00:00+05:30,450.8830816,453.1965706,441.7768185,448.0773621,18923681,0,0,ITC.NS
2025-02-05 00:00:00+05:30,448.0773837,448.7665184,439.5618027,441.1861572,12836283,0,0,ITC.NS
2025-02-06 00:00:00+05:30,443.0073928,443.0073928,431.3907665,434.245697,17469129,0,0,ITC.NS
2025-02-07 00:00:00+05:30,433.1627791,438.5773139,421.7430271,424.1549683,18875982,0,0,ITC.NS
2025-02-10 00:00:00+05:30,420.3648023,426.566894,419.8725719,420.5617065,12227140,0,0,ITC.NS
2025-02-11 00:00:00+05:30,422.1368274,423.859634,411.0124311,411.7999878,14288751,0,0,ITC.NS
2025-02-12 00:00:00+05:30,413.1499939,413.7999878,407.6000061,409.8999939,13884574,6.5,0,ITC.NS
2025-02-13 00:00:00+05:30,409.9500122,413.9500122,409,409.7000122,12989029,0,0,ITC.NS
2025-02-14 00:00:00+05:30,411.75,416.2000122,408.3999939,410.25,14124236,0,0,ITC.NS
2025-01-14 00:00:00+05:30,3465.850098,3491.949951,3448.600098,3462.600098,2924491,0,0,LT.NS
2025-01-15 00:00:00+05:30,3471.300049,3526.149902,3471.300049,3501.399902,1155446,0,0,LT.NS
2025-01-16 00:00:00+05:30,3535,3543.449951,3483.75,3507.899902,2305460,0,0,LT.NS
2025-01-17 00:00:00+05:30,3524,3579.850098,3511.949951,3568.649902,1600246,0,0,LT.NS
2025-01-20 00:00:00+05:30,3574.899902,3617.149902,3556.5,3593,1593334,0,0,LT.NS
2025-01-21 00:00:00+05:30,3612.75,3643.300049,3528.100098,3541.100098,2576596,0,0,LT.NS
2025-01-22 00:00:00+05:30,3563,3582.350098,3490.100098,3518.199951,1626055,0,0,LT.NS
2025-01-23 00:00:00+05:30,3492,3527.800049,3460.600098,3503.25,1993204,0,0,LT.NS
2025-01-24 00:00:00+05:30,3514.5,3521.100098,3446.050049,3458.199951,1206454,0,0,LT.NS
2025-01-27 00:00:00+05:30,3447.199951,3493.899902,3401.149902,3457.649902,1552938,0,0,LT.NS
2025-01-28 00:00:00+05:30,3464.949951,3482.149902,3404.050049,3413.899902,1657689,0,0,LT.NS
2025-01-29 00:00:00+05:30,3431,3455,3412,3449.699951,1238704,0,0,LT.NS
2025-01-30 00:00:00+05:30,3455,3517.800049,3395,3420.949951,2717740,0,0,LT.NS
2025-01-31 00:00:00+05:30,3501.050049,3590,3481.050049,3567.399902,3995513,0,0,LT.NS
2025-02-01 00:00:00+05:30,3578,3629.199951,3402,3447.5,4752505,0,0,LT.NS
2025-02-03 00:00:00+05:30,3420,3420,3270,3289.199951,6077580,0,0,LT.NS
2025-02-04 00:00:00+05:30,3316,3449,3307.25,3439.149902,4742516,0,0,LT.NS
2025-02-05 00:00:00+05:30,3444.649902,3450.949951,3379.449951,3383.199951,2670316,0,0,LT.NS
2025-02-06 00:00:00+05:30,3404,3404,3342.699951,3352.75,2874856,0,0,LT.NS
2025-02-07 00:00:00+05:30,3367,3369.949951,3311.100098,3336.899902,1722789,0,0,LT.NS
2025-02-10 00:00:00+05:30,3347.800049,3349,3294.050049,3328.649902,1236663,0,0,LT.NS
2025-02-11 00:00:00+05:30,3360.949951,3361,3231,3239.649902,2593537,0,0,LT.NS
2025-02-12 00:00:00+05:30,3259,3300,3222.25,3289.649902,1632415,0,0,LT.NS
2025-02-13 00:00:00+05:30,3289.649902,3314.899902,3252.949951,3263.649902,2127644,0,0,LT.NS
2025-02-14 00:00:00+05:30,3275.050049,3285.800049,3221.550049,3237.649902,1378340,0,0,LT.NS
2025-01-14 00:00:00+05:30,1749.599976,1768.849976,1729.599976,1750.599976,4948961,0,0,KOTAKBANK.NS
2025-01-15 00:00:00+05:30,1760.099976,1795,1760.099976,1789.599976,3509861,0,0,KOTAKBANK.NS
2025-01-16 00:00:00+05:30,1795.800049,1814.949951,1785.349976,1805.550049,4451534,0,0,KOTAKBANK.NS
2025-01-17 00:00:00+05:30,1797,1805.5,1748.300049,1758.599976,3521728,0,0,KOTAKBANK.NS
2025-01-20 00:00:00+05:30,1890,1929.900024,1866,1920.5,13324315,0,0,KOTAKBANK.NS
2025-01-21 00:00:00+05:30,1920.949951,1920.949951,1891,1893.300049,4415663,0,0,KOTAKBANK.NS
